Drug,Pathway (ID/Name),Regulation (corrected),Effect (corrected),"Rationale (correct, baseline-focused)"
Letrozole,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,Up,Resistant,"MMP2 and MMP9 (gelatinases) promote basement-membrane degradation, invasion and metastasis, and are commonly upregulated in advanced breast cancer. Letrozole has been shown to decrease MMP2/9 expression and proliferation in ER⁺ MCF-7 cells, consistent with an anti-invasive effect; clinical AI studies show differential modulation of MMPs across AIs. Thus high ECM/MMP activity at baseline marks aggressive biology; failure to suppress (or re-induction of) MMP/ECM programs under letrozole supports a resistant phenotype. (PubMed)"
Letrozole,HALLMARK_ANGIOGENESIS,Up,Resistant,"Breast tumors commonly show increased angiogenesis driven by HIF-1α and VEGF. High HIF/VEGF signaling is linked to poor prognosis and therapy resistance in breast cancer. Letrozole can reduce HIF-1α and phospho-mTOR expression in tumors, and regression of estrogen-dependent disease will secondarily lower angiogenic drive. Baseline strongly pro-angiogenic, hypoxic tumors are typically more aggressive and relatively endocrine-refractory; normalizing or reducing angiogenesis on letrozole aligns with sensitivity. (JCI)"
Letrozole,HALLMARK_HYPOXIA,Up,Resistant,"HIF-1α overexpression is associated with drug resistance, higher risk of metastasis, and poor outcomes in breast cancer. Mechanistically, HIF-1α drives glycolysis, angiogenesis, EMT, survival pathways and drug efflux. Letrozole can downregulate HIF-1α and phospho-mTOR in ER⁺ tumors, but basal and therapy-driven HIF-1α activity generally marks a more resistant phenotype rather than a protective one. So the corrected view is Up = resistance, contrary to the original table. (Frontiers)"
Letrozole,HALLMARK_INTERFERON_GAMMA_RESPONSE,Up,Resistant,"In ER⁺/HER2⁻ neoadjuvant letrozole trials, an increase in tumor-infiltrating lymphocytes during AI therapy correlated with poorer antiproliferative response and lack of clinical benefit, unlike the good-prognosis association seen in TNBC. Transcriptomic profiling of AI-treated ER⁺ tumors also identifies immune-high, estrogen-low phenotypes with less endocrine responsiveness. Thus, in the luminal AI context, immune/TIL-high (or rising TIL) signatures tend to mark endocrine resistance and might instead flag candidates for combined ET + CDK4/6i or ET + immunotherapy. (PubMed)"
Margetuximab,KEGG_ERBB_SIGNALING_PATHWAY,Up,Sensitive,"HER2⁺ breast cancers that are candidates for margetuximab typically have amplified/overexpressed HER2 and active ErbB signaling. Margetuximab binds the same HER2 epitope as trastuzumab and preserves its anti-proliferative blockade of HER2–PI3K/MAPK signaling while enhancing Fc-dependent effector functions. Thus, high baseline ErbB/HER2 activity indicates pathway dependence and supports sensitivity to HER2-targeted antibodies, including margetuximab."
Margetuximab,REACTOME_SIGNALING_BY_ERBB2,Up,Sensitive,"This gene set captures the oncogenic HER2 signaling module. In HER2-amplified tumors, high ERBB2 signaling marks HER2 addiction and is associated with benefit from HER2-targeted monoclonal antibodies. Margetuximab maintains the HER2-blocking, anti-proliferative mechanism while adding Fc-optimization, so a high ERBB2 signaling signature at baseline is expected to correspond to sensitivity to margetuximab, as it does for trastuzumab and related agents."
Margetuximab,REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,Up,Resistant,"This pathway comprises c-Cbl–mediated ubiquitination, internalization and degradation of HER2 and associated downregulation modules. High enrichment of this “downregulation of ERBB2 signaling” gene set at baseline may reflect chronic prior HER2-targeted exposure with reduced surface HER2 and weakened HER2 addiction. Such tumors may rely more on alternative pathways (e.g., PI3K or other RTKs), leading to reduced incremental benefit from another HER2 IgG1 (margetuximab), although this is inferred from general HER2 biology rather than prospectively validated for this exact gene set."
Margetuximab,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Up,Resistant,"In HER2⁺ BC, constitutive activation of PI3K–AKT–mTOR via PIK3CA mutation, PTEN loss or other alterations is a well-described mechanism of reduced response to trastuzumab and other HER2-targeted therapies, with multiple neoadjuvant and retrospective studies showing lower pCR and poorer outcomes when the PI3K pathway is activated. Since margetuximab shares the same HER2-blocking mechanism but adds Fc-engineering, baseline high PI3K–AKT–mTOR signaling is expected to attenuate sensitivity to margetuximab as well (Fc optimization may not fully overcome oncogenic PI3K signaling)."
Margetuximab,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,Up,Sensitive,"Margetuximab is Fc-engineered to increase affinity for activating FcγRIIIa (CD16A) and decrease binding to inhibitory FcγRIIb (CD32B), thereby enhancing NK-cell–mediated ADCC compared with trastuzumab. A tumor/microenvironment with robust NK-cell presence and intact NK cytotoxicity machinery (reflected by higher NK-cell signatures or NK-cytotoxicity pathways) is expected to be more sensitive to margetuximab because it can better exploit its Fc-optimized ADCC."
Margetuximab,REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,Up,Sensitive,"This Reactome pathway provides mechanistic granularity for FcγR-dependent uptake and killing of antibody-coated cells. Because margetuximab is specifically engineered to bias signaling towards activating FcγRs, a higher baseline capacity for FcγR-dependent phagocytosis (appropriate myeloid cell populations and signaling) should favor sensitivity to margetuximab through enhanced ADCP in addition to NK-cell ADCC."
Margetuximab,HALLMARK_INTERFERON_GAMMA_RESPONSE,Up,Sensitive,"High IFN-γ gene-set enrichment represents a Th1-type, T/NK-cell–inflamed TME. Such “hot” tumors are generally more responsive to immune-mediated mechanisms, including checkpoint inhibitors and Fc-dependent effector functions. Fc-engineered antibodies like margetuximab can boost NK-driven IFN-γ production, and preclinical/clinical combinations of anti-HER2 mAbs with PD-1 inhibitors (e.g. margetuximab + pembrolizumab in HER2⁺ tumors) are built on this biology. Direct BC data for this exact hallmark as a biomarker are limited, so this is a mechanistically plausible but not formally validated sensitivity marker."
Neratinib,REACTOME_SIGNALING_BY_ERBB2,Up,Sensitive,"HER2-amplified / HER2-mutant tumors have upregulated ERBB2 signalling and are “HER2-addicted”. Neratinib is an irreversible pan-HER TKI (HER1/2/4); high baseline HER2 signalling is required for benefit and predicts sensitivity, provided there is no dominant downstream bypass (e.g. TORC1, PI3K). (PMC)"
Neratinib,REACTOME_MAPK1_MAPK3_SIGNALING,Up,Resistant,"HER2 overexpression activates RAS→RAF→MEK→ERK. Neratinib suppresses HER2 and reduces pERK, producing growth arrest in HER2-dependent models. However, MAPK Up due to RAS/RAF mutations or alternative RTKs can maintain ERK signalling despite HER2 blockade and drive resistance. (PMC)"
Neratinib,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,Up,Resistant,"Activating PIK3CA mutations or PTEN loss cause hyperactive PI3K/AKT signalling that can sustain growth even when HER2 is inhibited. In HER2+ breast cancer, PIK3CA mutations are repeatedly associated with lower pCR and reduced benefit from HER2-targeted regimens, and this is widely considered a resistance mechanism also relevant to neratinib. (PMC)"
Neratinib,HALLMARK_MTORC1_SIGNALING,Down,Sensitive,"Sudhan et al. show that TORC1/mTORC1 hyperactivation drives neratinib resistance; PDX and cell-line models with high pS6/p4EBP1 are neratinib-resistant and can be resensitized by TORC1 inhibition (everolimus). By inference, tumors without marked mTORC1 hyperactivation (i.e. relatively lower TORC1 at baseline) remain more HER2-dependent and are more likely to be neratinib-sensitive. (PubMed)"
Neratinib,HALLMARK_E2F_TARGETS,Down,Sensitive,"Neratinib clearly induces G1 arrest and reduces Cyclin D1/CDK4/6/E2F signalling in HER2-dependent models. Tumors that lack strong, autonomous cell-cycle deregulation (no RB loss, no massive CCND1/CDK4/6 hyperactivation) and rely mainly on HER2 for proliferation are more likely to be controlled by HER2 TKIs. A relatively lower baseline G2M/E2F score in a HER2-amplified tumor can be viewed as a favourable, but low-evidence feature. (PMC)"
Neratinib,HALLMARK_APOPTOSIS,Up,Sensitive,"Neratinib induces apoptosis in HER2-dependent cancer cells (caspase activation, PARP cleavage). Tumors that are “apoptotically primed” (higher pro-apoptotic signalling / lower anti-apoptotic buffering) are more likely to undergo cell death once HER2 and its downstream survival signals are blocked, so a higher apoptosis gene-set at baseline is a plausible (though not yet validated) sensitivity feature. (PMC)"
Neratinib,HALLMARK_ESTROGEN_RESPONSE_LATE,Up,Resistant,"In HR+/HER2+ or HER2-low BC, strong ER signalling can sustain proliferation when HER2 is inhibited, contributing to suboptimal response to HER2-directed therapy alone. Preclinical and emerging clinical data support triple combinations (neratinib + endocrine therapy + CDK4/6i) to overcome this. Thus, baseline estrogen-response Up is unfavourable for neratinib alone, but compatible with sensitivity when combined with appropriate endocrine ± CDK4/6 blockade. (Nature)"
Olaparib,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,Down,Sensitive,"HER2-negative breast cancers with germline/somatic BRCA1/2 mutations or other HRR defects show homologous recombination deficiency (HRD). PARP1 inhibition and PARP-trapping create lesions that HRD cells cannot repair, leading to synthetic lethality and clear clinical benefit with olaparib (e.g., OlympiAD, OlympiA)."
Olaparib,REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,Down,Resistant,"In BRCA1-deficient mammary tumors, loss of 53BP1/RIF1/Shieldin downregulates classical NHEJ and allows DNA end-resection and RAD51 loading, functionally restoring HRR and abrogating PARPi synthetic lethality. A BRCA1-mutant breast tumor with 53BP1/Shieldin-low NHEJ at baseline is therefore predicted to be less responsive to olaparib."
Olaparib,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Down,Sensitive,"When PI3K–AKT–mTOR signaling is low or blocked (e.g. by PI3K inhibitors or other upstream blockade), BRCA1/2 expression and HRR capacity fall, creating a “BRCAness” phenotype in BRCA-wild-type TNBC. Such tumors become more reliant on PARP-mediated repair and are strongly sensitized to PARP inhibition, supporting olaparib (often in combination) in PI3K-low/BRCAness breast tumors."
Olaparib,HALLMARK_INTERFERON_ALPHA_RESPONSE,Up,Sensitive,"In BRCA-deficient TNBC models, olaparib-induced cytosolic DNA activates cGAS–STING and type I IFN, driving CD8⁺ T-cell recruitment. Tumors with an already inflamed, IFN-rich microenvironment or strong STING–IFN inducibility show greater dependence on immune-mediated tumor control and respond better to PARPi ± immunotherapy. A baseline IFN-α/IFN-I–high signature therefore supports olaparib sensitivity."
Olaparib,REACTOME_ABCFAMILY_PROTEINS_MEDIATED_TRANSPORT,Up,Resistant,"Overexpression of ABC transporters (ABCB1/P-gp, ABCG2, etc.) increases efflux of olaparib, lowering intracellular drug levels. PARPi-resistance models (largely ovarian and prostate but mechanistically applicable) show that ABCB1 upregulation drives cross-resistance to olaparib and taxanes, and ABCB1 inhibition can restore sensitivity; a baseline MDR-high breast tumor is thus predicted to be olaparib-poor-responding."
Olaparib,REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,Up,Resistant,"PARP inhibition increases replication stress and reliance on ATR–CHK1 to pause the cell cycle and coordinate repair. Tumors with high ATR/CHK1 signaling can better stabilise stalled forks and repair damage, promoting survival and olaparib resistance; multiple studies show that ATR/CHK1 inhibition re-sensitises PARPi-resistant cells. Baseline ATR/CHK1-high status therefore predicts reduced olaparib efficacy unless co-targeted."
Olaparib,HALLMARK_APOPTOSIS,Up,Sensitive,"For olaparib to produce tumor regression, DNA damage must be translated into apoptosis. Breast tumors with intact or heightened p53-dependent and p53-independent apoptotic signaling (e.g. higher BAX/PUMA, lower anti-apoptotic BCL-2) more readily undergo apoptosis after PARPi-induced DNA damage, favouring sensitivity. (Note: many gBRCA/TNBC tumors are TP53-mutant yet still respond; this is a probabilistic, not absolute, relationship.)"
Olaparib,HALLMARK_P53_PATHWAY,Down,Resistant,"TP53 loss, common in TNBC, impairs DNA damage-induced apoptosis and G1/S checkpoint control, facilitating survival under genotoxic stress and enabling clonal evolution (e.g. HR restoration, FA/HR rewiring). While HRD TP53-mutant tumors can still show initial olaparib responses, TP53-deficient clones are more likely to tolerate ongoing damage and develop resistance; so baseline TP53 loss is a risk factor for poorer long-term benefit rather than an absolute contraindication."
Olaparib,REACTOME_FANCONI_ANEMIA_PATHWAY,Down,Sensitive,"FA pathway genes (e.g. FANCA, FANCD2) coordinate repair of DNA interstrand crosslinks and interface with HR. FA-deficient cells are hypersensitive to PARPi and other DNA-damaging agents; FA dysfunction in solid tumors produces an HRD-like state (“BRCAness”), predicting sensitivity to olaparib in breast cancer by the same synthetic-lethal logic as BRCA1/2 loss."
Olaparib,REACTOME_BASE_EXCISION_REPAIR,Down,Resistant,"If PARP1 itself is lost or catalytically inactivated in the tumor at baseline, olaparib cannot effectively trap PARP1 on DNA. This “loss of target” reduces PARP-trapping cytotoxicity and is a recognised mechanism of PARPi resistance, albeit often accompanied by some BER defects. Such tumors are predicted to be intrinsically less responsive to olaparib despite DNA repair abnormalities."
Paclitaxel,HALLMARK_G2M_CHECKPOINT,Up,Sensitive,Paclitaxel primarily kills actively cycling cells by disrupting mitosis; a higher baseline G2/M program (high proliferation/mitotic entry) generally aligns with greater taxane vulnerability.
Paclitaxel,HALLMARK_MITOTIC_SPINDLE,Up,Sensitive,Paclitaxel targets microtubule/spindle dynamics; tumors with stronger baseline mitotic-spindle/mitosis activity (many cells entering mitosis) are more likely to be impacted.
Paclitaxel,HALLMARK_APOPTOSIS,Up,Sensitive,"Paclitaxel-induced mitotic stress triggers intrinsic apoptosis; taxane exposure can inactivate anti-apoptotic BCL2 via phosphorylation and/or direct interaction, enabling caspase-mediated cell death."
Paclitaxel,HALLMARK_INTERFERON_GAMMA_RESPONSE,Up,Sensitive,"Breast tumors with higher baseline immune activation (including IFN-related gene programs/TIL-associated signatures) frequently show better response to neoadjuvant chemotherapy (commonly anthracycline/taxane regimens), consistent with chemo–immune cooperation."
Paclitaxel,REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE,Up,Resistant,Paclitaxel can activate TLR4 signaling in breast-cancer cells; high baseline TLR4/NF-κB inflammatory-survival wiring aligns with reduced paclitaxel cytotoxicity and more aggressive behavior.
Paclitaxel,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,Up,Resistant,High baseline PI3K/AKT survival signaling counteracts mitotic-stress death programs and is associated with resistance to chemotherapy in breast cancer.
Paclitaxel,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,Up,Resistant,"Pro-tumor cytokine loops (e.g., IL6/IL8) can create NF-κB/Wnt–reinforced autocrine feedback, enriching drug-tolerant/CSC-like populations after chemotherapy exposure/withdrawal, supporting resistance."
Paclitaxel,KEGG_ABC_TRANSPORTERS,Up,Resistant,"ABCB1/P-gp and related ABC transporters reduce intracellular paclitaxel levels, a canonical taxane resistance mechanism."
Paclitaxel,REACTOME_CELL_CYCLE,Up,Sensitive,Paclitaxel efficacy depends on cells progressing into mitosis; therefore higher baseline cell-cycle activity (cycling fraction) generally aligns with better response than a quiescent baseline state.
Paclitaxel,HALLMARK_ANGIOGENESIS,Up,Resistant,High baseline angiogenesis often co-occurs with inflammatory cytokine/NF-κB programs and can support tumor progression and therapy resistance; paclitaxel–TLR4 inflammatory circuits can also promote angiogenesis/lymphangiogenesis in relevant models.
Palbociclib,REACTOME_CELL_CYCLE,Up,Sensitive,Palbociclib targets the cyclin D–CDK4/6 → RB → E2F axis; tumors with upregulated cell-cycle/CDK4/6 activity and intact RB are most likely to respond. (PubMed Central)
Palbociclib,HALLMARK_E2F_TARGETS,Up,Sensitive,"High baseline E2F-target expression reflects active RB phosphorylation and S-phase entry; CDK4/6 inhibition suppresses E2F-driven transcription, so high E2F dependency predicts vulnerability. (PubMed Central)"
Palbociclib,HALLMARK_G2M_CHECKPOINT,Up,Resistant,"Upregulation of G2/M drivers (PLK1, AURKs, WEE1) or cell-cycle plasticity permits bypass of G1 arrest and is a documented mechanism of CDK4/6i resistance. (PubMed Central)"
Palbociclib,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,Up,Resistant,PI3K/AKT/mTOR activation provides pro-survival/proliferative signaling that can bypass CDK4/6 dependence; targeting PI3K/mTOR can restore sensitivity in some models. (PubMed Central)
Palbociclib,REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION,Up,Resistant,FGFR1 amplification/activation sustains proliferation and mediates resistance to endocrine + CDK4/6 inhibitors; FGFR inhibition can reverse resistance in preclinical models. (PubMed)
Palbociclib,KEGG_MAPK_SIGNALING_PATHWAY,Up,Resistant,"RAS–RAF–MEK–ERK signaling increases cyclin D/E and can reactivate cell-cycle progression independent of CDK4/6, contributing to acquired resistance. (PubMed Central)"
Palbociclib,HALLMARK_MYC_TARGETS_V1,Up,Resistant,c-Myc activation represses miR-29b-3p and elevates CDK6 and other programs; MYC activation correlates with palbociclib insensitivity and combined targeting can restore sensitivity. (PubMed)
Palbociclib,GOBP_CELLULAR_SENESCENCE,Up,Sensitive,Palbociclib commonly induces a senescence-like G0/G1 arrest in responsive cells. Whether baseline upregulated senescence markers predict sensitivity is context dependent; senescence can be reversible or produce SASP with mixed consequences. (PubMed)
Palbociclib,HALLMARK_MTORC1_SIGNALING,Up,Resistant,"mTORC1 hyperactivation can enable escape from CDK4/6 inhibition and promote survival; conversely, sustained mTORC1 activity during arrest can promote irreversible senescence in some models. mTOR inhibitors can reverse resistance in certain preclinical/clinical contexts. (PubMed Central)"
Pembrolizumab,REACTOME_CO_INHIBITION_BY_PD_1,Up,Sensitive,"Upregulated PD-1 co-inhibitory signaling on tumor-infiltrating T cells marks an “exhausted” state driven by chronic antigen exposure and PD-L1/PD-L2 engagement. Pembrolizumab directly targets PD-1, restoring TCR signaling and effector function. Thus, tumors with higher baseline PD-1 pathway activity (e.g., PD-1⁺ exhausted CD8⁺ T cells) are more likely to benefit from PD-1 blockade."
Pembrolizumab,WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE,Up,Sensitive,"High baseline PD-L1 expression on tumor and/or immune cells (e.g., CPS ≥10 in TNBC) reflects active PD-1/PD-L1 immune evasion. Pembrolizumab binds PD-1 on T cells, disrupting this inhibitory axis. Clinical data in TNBC (KEYNOTE-355, KEYNOTE-522) show that PD-L1-high tumors derive greater benefit from pembrolizumab plus chemotherapy than PD-L1-low tumors."
Pembrolizumab,REACTOME_TCR_SIGNALING,Up,Sensitive,"Active TCR signaling (e.g., clonal expansion and activation of tumor-infiltrating CD8⁺ T cells) underlies an inflamed, antigen-experienced TME. Transcriptomic studies in breast cancer show that T-cell–inflamed/TCR-active gene signatures, including cytotoxic and interferon-γ–related modules, correlate with response to PD-1/PD-L1 inhibitors, including pembrolizumab in TNBC."
Pembrolizumab,GOBP_T_CELL_ACTIVATION,Up,Sensitive,"Upregulation of T-cell activation programs (CD28 costimulation, CD3/TCR complex, IFN-γ production, granzyme/perforin genes) marks “hot” tumors with pre-existing anti-tumor immunity. In breast cancer, high TILs and T-cell activation signatures are associated with improved outcomes and with better response to checkpoint blockade, especially in TNBC."
Pembrolizumab,KEGG_JAK_STAT_SIGNALING_PATHWAY,Up,Sensitive,"Interferon-γ and certain interleukins engage JAK1/2 and STAT1/STAT3 to induce antigen-presentation genes (HLA, B2M), chemokines (CXCL9/10/11), and immune-effector programs. Upregulated IFN-γ/JAK-STAT1 pathways at baseline define the “T-cell-inflamed” gene signature that predicts benefit from PD-1/PD-L1 blockade across cancers, including TNBC cohorts treated with pembrolizumab. Conversely, JAK1/2 loss-of-function is a resistance mechanism."
Pembrolizumab,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,Up,Sensitive,"Higher expression of pro-inflammatory cytokines and chemokines (e.g., IFN-γ, CXCL9/10/11, CCL5) in the tumor and stroma promotes recruitment and retention of effector T cells and NK cells. In TNBC, chemokine-rich, immune-inflamed transcriptomic subtypes are enriched for response to pembrolizumab-based regimens, whereas immune-cold subtypes with low cytokine signaling show poor benefit."
Pembrolizumab,HALLMARK_TGF_BETA_SIGNALING,Up,Resistant,"Activation of TGF-β signaling in tumor cells and stromal fibroblasts promotes extracellular-matrix remodeling, exclusion of CD8⁺ T cells from tumor nests, differentiation of Tregs, and myeloid-derived suppressor cell (MDSC) recruitment. High TGF-β/EMT/exclusion signatures in breast and other solid tumors are associated with primary resistance to PD-1/PD-L1 inhibitors; dual TGF-β plus PD-L1 blockade can reverse this phenotype in preclinical models."
Pembrolizumab,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Up,Sensitive,"Within effector T cells and antigen-presenting cells, NF-κB activation downstream of TCR/CD28 and pattern-recognition receptors drives production of IL-2, IFN-γ, and inflammatory chemokines that sustain antitumor immunity. Tumors with NF-κB–linked inflammatory signatures (often overlapping with IFN-γ and chemokine modules) tend to be more immune-inflamed and can respond better to PD-1 blockade, including pembrolizumab, provided that NF-κB is not dominantly tumor-intrinsic and immunosuppressive."
Pembrolizumab,REACTOME_SIGNALING_BY_VEGF,Up,Resistant,"High VEGF signaling promotes abnormal, leaky vasculature, hypoxia, and endothelial anergy, all of which limit effector T-cell trafficking into the tumor and support immunosuppressive myeloid populations. Across multiple solid tumors, including breast cancer, elevated VEGF/hypoxia/angiogenesis signatures are associated with reduced benefit from checkpoint inhibitors, while combining anti-VEGF agents with PD-1/PD-L1 blockade can partially overcome this resistance."
Pertuzumab,REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,Up,Sensitive,"HER2-amplified breast cancers show overexpression of HER2 and increased ligand-dependent HER2/HER3 and HER2/EGFR dimerization, driving strong ErbB signaling. Pertuzumab binds subdomain II of HER2 and blocks these heterodimers, especially HER2/HER3, shutting down downstream HER2-driven signaling. Tumors with high baseline HER2 activity are thus more likely to benefit from pertuzumab-containing regimens."
Pertuzumab,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Up,Sensitive,"In HER2-positive breast cancer, HER2 overexpression leads to phosphorylation of HER2/HER3 and recruitment of PI3K, activating AKT and mTOR, a central survival/metabolic pathway. This hyperactivation is a hallmark of HER2 dependence and a key target of HER2 blockade. However, mutations in PIK3CA or PTEN loss can maintain PI3K–AKT activity even when HER2 is inhibited, contributing to primary or acquired resistance, so the relationship is “up → on-target but context-dependent sensitivity.”"
Pertuzumab,KEGG_MAPK_SIGNALING_PATHWAY,Up,Sensitive,"Baseline HER2 overexpression can also activate RAS–RAF–MEK–ERK. Many HER2+ tumors rely on both PI3K and MAPK signaling; HER2 blockade (trastuzumab + pertuzumab) reduces ERK phosphorylation and mitogenic signaling. Tumors whose proliferation is strongly HER2→MAPK-driven tend to respond; however, MAPK-activating mutations can rewire dependence and drive resistance by shifting cells from AKT to MEK/ERK dependence independent of HER2."
Pertuzumab,HALLMARK_E2F_TARGETS,Up,Sensitive,"HER2+ breast cancers are typically highly proliferative, with elevated cyclin D/E, CDK2/4/6, and E2F target gene expression—reflected in high Ki-67 and cell-cycle gene-set enrichment. HER2 blockade (with pertuzumab ± trastuzumab and chemotherapy) induces G1 arrest and decreased proliferation. High baseline HER2-driven proliferation is a marker of an “oncogene-addicted” state in which perturbing HER2 yields large anti-proliferative effects."
Pertuzumab,HALLMARK_APOPTOSIS,Down,Sensitive,"HER2+ tumors commonly exhibit reduced pro-apoptotic signaling and increased anti-apoptotic factors (via PI3K–AKT and other survival pathways). This low baseline apoptosis reflects strong dependence on HER2-mediated survival cues. When HER2 is blocked by pertuzumab (often with trastuzumab and chemo), survival signals collapse, mitochondrial and caspase pathways are activated, and apoptosis increases. Tumors whose survival is tightly linked to HER2 signaling are more likely to undergo apoptosis and respond."
Pertuzumab,GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY,Up,Sensitive,"ADCC itself is triggered by the antibody, but baseline features like HER2 overexpression (high antigen density), NK-cell/monocyte infiltration, and activating FcγR polymorphisms (e.g., FCGR3A V158, FCGR2A H131) enhance ADCC once pertuzumab is administered. Tumors in immune-inflamed microenvironments with such FcγR/effector features are more likely to experience potent ADCC/ADCP and better clinical benefit from HER2 antibodies."
Pertuzumab,REACTOME_SIGNALING_BY_ERBB2_IN_CANCER,Up,Sensitive,"The approved indication for pertuzumab (Perjeta) requires HER2-positive breast cancer (IHC 3+ or FISH-amplified). These tumors show a HER2-enriched transcriptional program and strong HER2-driven signaling. This baseline HER2+ subtype status is the major clinical selection criterion and strongly predicts benefit from pertuzumab-containing regimens such as CLEOPATRA (metastatic), NEOSPHERE and TRYPHAENA (neoadjuvant), and APHINITY (adjuvant)."
Ribociclib,HALLMARK_E2F_TARGETS,Up,Sensitive,"Baseline high E2F-target expression indicates strong RB–E2F axis activity and CDK4/6 dependence. Ribociclib keeps RB1 hypophosphorylated and bound to E2F, shutting down E2F-driven transcription; tumors with strong E2F programs are therefore particularly vulnerable. (Cell)"
Ribociclib,HALLMARK_G2M_CHECKPOINT,Up,Sensitive,"A high G2/M hallmark signature reflects overall high proliferation (Ki-67-high luminal tumors). Although CDK4/6 acts at G1, these tumors rely on rapid G1–S cycling; CDK4/6 blockade reduces entry into S and subsequent G2/M, leading to decreased mitotic gene expression and clinical benefit. (PMC)"
Ribociclib,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Up,Resistant,"Hyperactivation of PI3K–AKT–mTOR (PIK3CA mutation, PTEN loss, pathway-high signatures) provides alternative proliferative and survival signals that dampen reliance on CDK4/6–RB1 control. This is a recurrent mechanism of (often acquired) resistance to ET + CDK4/6i; dual targeting of PI3K/mTOR and CDK4/6 can overcome resistance in models. (PMC)"
Ribociclib,HALLMARK_KRAS_SIGNALING_UP,Up,Resistant,Multiple studies show FGFR1 amplification and FGFR pathway activation (→ MAPK & PI3K signaling) as a mechanism of intrinsic/acquired resistance to ER-targeted therapy plus CDK4/6i (including ribociclib). FGFR activation sustains proliferation despite CDK4/6 blockade; FGFR or MAPK inhibitors can resensitize tumors. (PubMed)
Ribociclib,REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION,Up,Resistant,"Overexpression or amplification of Cyclin E1 (CCNE1) and CDK2 activity can bypass CDK4/6 dependency, maintaining RB1 phosphorylation and G1–S progression even when CDK4/6 is inhibited. High Cyclin E1 consistently associates with poor response to CDK4/6i. (PMC)"
Ribociclib,WU_APOPTOSIS_BY_CDKN1A_VIA_TP53,Up,Sensitive,"p21 is a CDK inhibitor that reinforces G1 arrest. Preclinical ER+ breast cancer models show ribociclib sensitivity proportional to p21 levels; CDK4/6i also liberate p21 from CDK4 complexes, allowing p21 to inhibit CDK2, deepening cell-cycle arrest. Very low p21 can accompany resistance. (PubMed)"
Ribociclib,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,Up,Resistant,"In ER+ breast cancer, p16 overexpression frequently signals RB1 pathway disruption. RB1-loss / p16-high tumors are intrinsically resistant to CDK4/6 inhibitors because the core CDK4/6–RB checkpoint is already disabled. However, p16-high with fully functional RB1 is not automatically resistant—RB status is the critical determinant. (ScienceDirect)"
Sacituzumab govitecan,WP_TROP2_REGULATORY_SIGNALING,Up,Sensitive,"Sacituzumab govitecan (SG) is a Trop-2–directed ADC delivering SN-38 to Trop-2–expressing tumor cells. Trop-2 is overexpressed in many epithelial tumors including TNBC and HR⁺/HER2⁻ breast cancer. High/medium Trop-2 expression facilitates antibody binding and internalization and is associated with robust clinical benefit in ASCENT and other trials, although some activity is still seen in lower expressors."
Sacituzumab govitecan,GOMF_DNA_TOPOISOMERASE_ACTIVITY,Up,Sensitive,"SG’s payload SN-38 is a topoisomerase I inhibitor that stabilizes the TOP1–DNA cleavage complex, causing replication-associated DNA breaks and apoptosis in dividing tumor cells. Cells lacking TOP1 or with markedly reduced TOP1 activity are resistant to camptothecins; conversely, abundant functional TOP1 provides more targets for SN-38. Thus, baseline high TOP1 activity is mechanistically compatible with SG sensitivity, though TOP1 expression/activity is not currently used clinically to select breast-cancer patients for SG."
